signond 8.60-3
simple-scan 3.38.1-1
skypeforlinux-stable-bin 8.54.0.91-1
slang 2.3.2-2
smartmontools 7.1-4
smbclient 4.13.2-1
snappy 1.1.8-2
solid 5.76.0-1
sonnet 5.76.0-1
sord 0.16.6-1
sound-theme-freedesktop 0.8-4
soundtouch 2.2-1
sox 14.4.2-7
spectrwm 3.4.1-1
speex 1.2.0-3
speexdsp 1.2.0-2
spice 0.14.3-2
sqlite 3.33.0-2
sratom 0.6.6-1
srt 1.4.2-1
sudo 1.9.3.p1-1
suil 0.10.8-1
synergy 1.10.3-1
sysfsutils 2.1.0-11
system-config-printer 1.5.13-3
systemd 246.6-1
systemd-libs 246.6-1
systemd-sysvcompat 246.6-1
t1lib 5.1.2-8
talloc 2.3.1-3
tamsyn-font 1.11-4
tar 1.32-3
tcl 8.6.10-2
tdb 1.4.3-2
teams 1.3.00.16851-1
terminus-font 4.48-3
tesseract 4.1.1-3
tevent 1:0.10.2-1
texinfo 6.7-3
texlive-bibtexextra 2020.55376-1
texlive-bin 2020.54586-6
texlive-core 2020.55416-1
texlive-fontsextra 2020.55407-1
texlive-formatsextra 2020.54498-1
texlive-games 2020.55271-1
texlive-humanities 2020.55389-1
texlive-langgreek 2020.54512-1
texlive-latexextra 2020.55418-1
texlive-music 2020.54758-2
texlive-pictures 2020.55342-1
texlive-pstricks 2020.55289-1
texlive-publishers 2020.55415-1
texlive-science 2020.55390-1
thin-provisioning-tools 0.9.0-1
threadweaver 5.76.0-1
tk 8.6.10-2
tmux 3.1_c-1
tracker3 3.0.1-1
transmission-gtk 3.00-2
trash-cli 0.17.1.14-5
tslib 1.22-1
ttf-croscore 20190926-4
ttf-dejavu 2.37+18+g9b5d1b2f-2
ttf-fira-code 5.2-1
ttf-fira-mono 2:3.206-4
ttf-fira-sans 1:4.301-2
ttf-font-awesome 5.15.1-1
ttf-ibm-plex 5.1.3-1
ttf-jetbrains-mono 2.210-1
ttf-liberation 2.1.1-1
ttf-linux-libertine 5.3.0-6
ttf-linux-libertine-g 20120116-6
ttf-roboto 2.138-4
twolame 0.4.0-2
tzdata 2020d-1
udiskie 2.2.0-2
udisks2 2.9.1-1
udunits 2.2.26-1
unclutter 1:1.5-2
unpaper 6.1-7
unrar 1:6.0.2-1
unzip 6.0-14
upower 0.99.11-3
usbmuxd 1.1.1-1
usbutils 013-1
util-linux 2.36.1-3
util-linux-libs 2.36.1-3
v4l-utils 1.20.0-1
vamp-plugin-sdk 2.10.0-1
vi 1:070224-4
vid.stab 1.1-3
vifm 0.11-1
vim-runtime 8.2.1989-2
vmaf 1.5.3-1
volume_key 0.3.12-3
vorbis-tools 1.4.0-9
vulkan-icd-loader 1.2.158-1
wayland 1.18.0-2
wayland-protocols 1.20-1
webkit2gtk 2.30.3-1
webrtc-audio-processing 0.3.1-2
wget 1.20.3-3
which 2.21-5
wireless_tools 30.pre9-3
wmctrl 1.07-6
woff2 1.0.2-3
wpa_supplicant 2:2.9-7
wpebackend-fdo 1.8.0-1
wxgtk-common 3.0.5.1-1
wxgtk3 3.0.5.1-1
x264 3:0.160.r3011.cde9a93-1
x265 3.4-1
xbindkeys 1.8.7-2
xbitmaps 1.1.2-2
xcb-proto 1.14.1-1
xcb-util 0.4.0-3
xcb-util-image 0.4.0-3
xcb-util-keysyms 0.4.0-3
xcb-util-renderutil 0.3.9-3
xcb-util-wm 0.4.1-3
xclip 0.13-3
xdg-dbus-proxy 0.1.2-2
xdg-user-dirs 0.17-3
xdg-utils 1.1.3+19+g9816ebb-1
xf86-input-evdev 2.10.6-2
xf86-input-keyboard 1.9.0-3
xf86-input-libinput 0.30.0-1
xf86-input-mouse 1.9.3-1
xf86-input-synaptics 1.9.1-2
xf86-input-vmmouse 13.1.0-5
xf86-input-void 1.4.1-5
xf86-input-wacom 0.39.0-2
xf86-video-amdgpu 19.1.0-2
xf86-video-ati 1:19.1.0-2
xf86-video-dummy 0.3.8-4
xf86-video-fbdev 0.5.0-2
xf86-video-intel 1:2.99.917+912+gad5540f6-1
xf86-video-nouveau 1.0.16-2
xf86-video-openchrome 0.6.0-4
xf86-video-qxl 0.1.5-8
xf86-video-vesa 2.5.0-1
xf86-video-vmware 13.3.0-2
xf86-video-voodoo 1.2.5-11
xfsprogs 5.8.0-1
xkeyboard-config 2.31-1
xlockmore 5.66-1
xmlsec 1.2.31-1
xmlstarlet 1.6.1-3
xorg-bdftopcf 1.1-2
xorg-font-util 1.3.2-2
xorg-font-utils 7.6-6
xorg-fonts-encodings 1.0.5-2
xorg-iceauth 1.0.8-2
xorg-mkfontscale 1.2.1-2
xorg-server 1.20.9.r21.g5c400cae1-2
xorg-server-common 1.20.9.r21.g5c400cae1-2
xorg-sessreg 1.1.2-2
xorg-setxkbmap 1.3.2-2
xorg-smproxy 1.0.6-3
xorg-twm 1.0.11-1
xorg-x11perf 1.6.1-2
xorg-xauth 1.1-2
xorg-xbacklight 1.2.3-2
xorg-xcmsdb 1.0.5-3
xorg-xcursorgen 1.0.7-2
xorg-xdpyinfo 1.3.2-4
xorg-xdriinfo 1.0.6-2
xorg-xev 1.2.4-1
xorg-xgamma 1.0.6-3
xorg-xhost 1.0.8-2
xorg-xinit 1.4.1-3
xorg-xinput 1.6.3-2
xorg-xkbcomp 1.4.4-1
xorg-xkbevd 1.1.4-3
xorg-xkbutils 1.0.4-4
xorg-xkill 1.0.5-2
xorg-xlsatoms 1.1.3-2
xorg-xlsclients 1.1.4-2
xorg-xmodmap 1.0.10-2
xorg-xpr 1.0.5-2
xorg-xprop 1.2.5-1
xorg-xrandr 1.5.1-2
xorg-xrdb 1.2.0-2
xorg-xrefresh 1.0.6-2
xorg-xset 1.2.4-2
xorg-xsetroot 1.1.2-2
xorg-xvinfo 1.1.4-2
xorg-xwd 1.0.7-2
xorg-xwininfo 1.1.5-2
xorg-xwud 1.0.5-2
xorgproto 2020.1-1
xournalpp 1.0.19-1
xsel 1.2.0.20190821-1
xterm 362-1
xvidcore 1.3.7-2
xz 5.2.5-1
yarn 1.22.10-1
youtube-dl 2020.11.26-1
zathura 0.4.7-1
zathura-djvu 0.2.9-1
zathura-pdf-mupdf 0.3.6-2
zeromq 4.3.3-2
zip 3.0-9
zita-alsa-pcmi 0.3.2-3
zita-resampler 1.6.2-3
zlib 1:1.2.11-4
zoom 5.4.54779.1115-1
zstd 1.4.5-1
zziplib 0.13.71-1
